Type;Shop;On_Sale;For;Known_Brand;Leather;Color;Prijs 
boots;online;no;male;yes;no;brown;324
boots;online;no;female;yes;no;brown;435
boots;online;yes;male;yes;no;gray;214,5
boots;online;yes;female;yes;no;gray;148,5
boots;online;no;male;yes;no;gray;384
boots;online;no;female;yes;no;gray;270
boots;online;yes;male;yes;no;white;180
boots;online;yes;female;yes;no;white;235,5
boots;online;no;male;yes;no;white;315
boots;online;no;female;yes;no;white;273
boots;online;yes;female;yes;no;red;178,5
boots;online;no;female;yes;no;red;363
boots;online;yes;male;yes;no;blue;294
boots;online;yes;female;yes;no;blue;246
boots;online;no;male;yes;no;blue;306
boots;online;no;female;yes;no;blue;315
wedges;online;yes;female;yes;yes;black;54,675
wedges;online;no;female;yes;yes;black;199,8
wedges;online;yes;female;yes;yes;brown;66,15
wedges;online;no;female;yes;yes;brown;116,1
wedges;online;yes;female;yes;yes;gray;112,05
wedges;online;no;female;yes;yes;gray;167,4
wedges;online;yes;female;yes;yes;white;81,675
wedges;online;no;female;yes;yes;white;94,5
wedges;online;yes;female;yes;yes;red;106,785
wedges;online;no;female;yes;yes;red;156,6
wedges;online;yes;female;yes;yes;blue;45,225
wedges;online;no;female;yes;yes;blue;125,55
sneakers;online;yes;male;yes;yes;black;89,1
sneakers;online;yes;female;yes;yes;black;117,45
sneakers;online;no;male;yes;yes;black;141,75
sneakers;online;no;female;yes;yes;black;269,325
sneakers;online;yes;male;yes;yes;brown;155,925
sneakers;online;no;male;yes;yes;brown;184,275
sneakers;online;yes;male;yes;yes;gray;101,25
sneakers;online;yes;female;yes;yes;gray;116,4375
sneakers;online;no;male;yes;yes;gray;275,4
sneakers;online;no;female;yes;yes;gray;234,9
sneakers;online;yes;male;yes;yes;white;158,76
sneakers;online;yes;female;yes;yes;white;87,075
sneakers;online;no;male;yes;yes;white;188,325
sneakers;online;no;female;yes;yes;white;238,95
sneakers;online;yes;male;yes;yes;red;151,875
sneakers;online;yes;female;yes;yes;red;118,4625
sneakers;online;no;male;yes;yes;red;129,6
sneakers;online;no;female;yes;yes;red;228,825
sneakers;online;yes;male;yes;yes;blue;137,4975
sneakers;online;yes;female;yes;yes;blue;94,1625
sneakers;online;no;male;yes;yes;blue;188,325
sneakers;online;no;female;yes;yes;blue;149,85
heals;online;yes;female;yes;yes;black;141,75
heals;online;no;female;yes;yes;black;239,4
heals;online;yes;female;yes;yes;brown;196,245
heals;online;no;female;yes;yes;brown;327,6
heals;online;yes;female;yes;yes;gray;231,525
heals;online;no;female;yes;yes;gray;296,1
heals;online;yes;female;yes;yes;white;149,625
heals;online;no;female;yes;yes;white;318,15
heals;online;yes;female;yes;yes;red;179,55
heals;online;no;female;yes;yes;red;434,7
heals;online;yes;female;yes;yes;blue;187,425
heals;online;no;female;yes;yes;blue;286,65
sandals;online;yes;male;yes;yes;black;39,825
sandals;online;yes;female;yes;yes;black;31,3875
sandals;online;no;male;yes;yes;black;31,725
sandals;online;no;female;yes;yes;black;20,25
sandals;online;yes;male;yes;yes;brown;16,5375
sandals;online;yes;female;yes;yes;brown;31,3875
sandals;online;no;male;yes;yes;brown;54,675
sandals;online;no;female;yes;yes;brown;52,65
sandals;online;yes;male;yes;yes;gray;47,7225
sandals;online;yes;female;yes;yes;gray;37,8
sandals;online;no;male;yes;yes;gray;54,675
sandals;online;no;female;yes;yes;gray;79,65
sandals;online;yes;male;yes;yes;white;41,5125
sandals;online;yes;female;yes;yes;white;58,3875
sandals;online;no;male;yes;yes;white;73,575
sandals;online;no;female;yes;yes;white;68,85
sandals;online;yes;male;yes;yes;red;28,0125
sandals;online;yes;female;yes;yes;red;31,725
sandals;online;no;male;yes;yes;red;66,15
sandals;online;no;female;yes;yes;red;31,725
sandals;online;yes;male;yes;yes;blue;31,05
sandals;online;yes;female;yes;yes;blue;41,175
sandals;online;no;male;yes;yes;blue;56,025
sandals;online;no;female;yes;yes;blue;77,625
boots;online;yes;male;yes;yes;black;409,5
boots;online;yes;female;yes;yes;black;297
boots;online;no;male;yes;yes;black;553,5
boots;online;no;female;yes;yes;black;144
boots;online;yes;male;yes;yes;brown;186,75
boots;online;yes;female;yes;yes;brown;285,75
boots;online;no;male;yes;yes;brown;504
boots;online;no;female;yes;yes;brown;450
boots;online;yes;male;yes;yes;gray;254,25
boots;online;yes;female;yes;yes;gray;422,1
boots;online;no;male;yes;yes;gray;472,5
boots;online;no;female;yes;yes;gray;346,5
boots;online;yes;male;yes;yes;white;299,25
boots;online;yes;female;yes;yes;white;211,5
boots;online;no;male;yes;yes;white;571,5
boots;online;no;female;yes;yes;white;504
boots;online;yes;female;yes;yes;red;261
boots;online;no;female;yes;yes;red;468
boots;online;yes;male;yes;yes;blue;280,35
boots;online;yes;female;yes;yes;blue;321,3
boots;online;no;male;yes;yes;blue;481,5
boots;online;no;female;yes;yes;blue;261
wedges;online;yes;female;yes;no;black;47,25
wedges;online;no;female;yes;no;black;115,2
wedges;online;yes;female;yes;no;brown;61,11
wedges;online;no;female;yes;no;brown;132,3
wedges;online;yes;female;yes;no;gray;52,65
wedges;online;no;female;yes;no;gray;78,3
wedges;online;yes;female;yes;no;white;42,75
wedges;online;no;female;yes;no;white;82,8
wedges;online;yes;female;yes;no;red;67,41
wedges;online;no;female;yes;no;red;110,7
wedges;online;yes;female;yes;no;blue;40,95
wedges;online;no;female;yes;no;blue;102,6
sneakers;online;yes;male;yes;no;black;103,275
sneakers;online;yes;female;yes;no;black;120,96
sneakers;online;no;male;yes;no;black;168,75
sneakers;online;no;female;yes;no;black;102,6
sneakers;online;yes;male;yes;no;brown;79,38
sneakers;online;no;male;yes;no;brown;144,45
sneakers;online;yes;male;yes;no;gray;65,475
sneakers;online;yes;female;yes;no;gray;48,195
sneakers;online;no;male;yes;no;gray;74,25
sneakers;online;no;female;yes;no;gray;176,85
sneakers;online;yes;male;yes;no;white;51,975
sneakers;online;yes;female;yes;no;white;109,35
sneakers;online;no;male;yes;no;white;44,55
sneakers;online;no;female;yes;no;white;152,55
sneakers;online;yes;male;yes;no;red;67,5
sneakers;online;yes;female;yes;no;red;51,975
sneakers;online;no;male;yes;no;red;151,2
sneakers;online;no;female;yes;no;red;102,6
sneakers;online;yes;male;yes;no;blue;85,05
sneakers;online;yes;female;yes;no;blue;96,39
sneakers;online;no;male;yes;no;blue;68,85
sneakers;online;no;female;yes;no;blue;36,45
heals;online;yes;female;yes;no;black;95,55
heals;online;no;female;yes;no;black;281,4
heals;online;yes;female;yes;no;brown;154,35
heals;online;no;female;yes;no;brown;214,2
heals;online;yes;female;yes;no;gray;127,05
heals;online;no;female;yes;no;gray;121,8
heals;online;yes;female;yes;no;white;150,15
heals;online;no;female;yes;no;white;153,3
heals;online;yes;female;yes;no;red;106,05
heals;online;no;female;yes;no;red;186,9
heals;online;yes;female;yes;no;blue;152,88
heals;online;no;female;yes;no;blue;88,2
sandals;online;yes;male;yes;no;black;32,85
sandals;online;yes;female;yes;no;black;36,54
sandals;online;no;male;yes;no;black;72
sandals;online;no;female;yes;no;black;64,35
sandals;online;yes;male;yes;no;brown;22,5
sandals;online;yes;female;yes;no;brown;16,2
sandals;online;no;male;yes;no;brown;21,6
sandals;online;no;female;yes;no;brown;45,45
sandals;online;yes;male;yes;no;gray;24,075
sandals;online;yes;female;yes;no;gray;29,475
sandals;online;no;male;yes;no;gray;31,95
sandals;online;no;female;yes;no;gray;55,8
sandals;online;yes;male;yes;no;white;22,95
sandals;online;yes;female;yes;no;white;17,325
sandals;online;no;male;yes;no;white;55,35
sandals;online;no;female;yes;no;white;48,6
sandals;online;yes;male;yes;no;red;20,925
sandals;online;yes;female;yes;no;red;35,1
sandals;online;no;male;yes;no;red;53,1
sandals;online;no;female;yes;no;red;43,65
sandals;online;yes;male;yes;no;blue;24,3
sandals;online;yes;female;yes;no;blue;32,445
sandals;online;no;male;yes;no;blue;47,25
sandals;online;no;female;yes;no;blue;51,3
boots;online;yes;male;yes;no;black;172,2
boots;online;yes;female;yes;no;black;114
boots;online;no;male;yes;no;black;333
boots;online;no;female;yes;no;black;471
boots;online;yes;male;yes;no;brown;136,5
boots;online;yes;female;yes;no;brown;105
boots;online;no;male;yes;no;brown;279
boots;online;no;female;yes;no;brown;255
boots;online;yes;male;yes;no;gray;189
boots;online;yes;female;yes;no;gray;171
boots;online;no;male;yes;no;gray;288
boots;online;no;female;yes;no;gray;246
boots;online;yes;male;yes;no;white;130,5
boots;online;yes;female;yes;no;white;90
boots;online;no;male;yes;no;white;222
boots;online;no;female;yes;no;white;174
boots;online;yes;female;yes;no;red;178,5
boots;online;no;female;yes;no;red;201
boots;online;yes;male;yes;no;blue;118,5
boots;online;yes;female;yes;no;blue;191,1
boots;online;no;male;yes;no;blue;192
boots;online;no;female;yes;no;blue;297
wedges;online;yes;female;yes;yes;black;74,25
wedges;online;no;female;yes;yes;black;95,85
wedges;online;yes;female;yes;yes;brown;125,685
wedges;online;no;female;yes;yes;brown;70,2
wedges;online;yes;female;yes;yes;gray;83,16
wedges;online;no;female;yes;yes;gray;74,25
wedges;online;yes;female;yes;yes;white;60,75
wedges;online;no;female;yes;yes;white;81
wedges;online;yes;female;yes;yes;red;56,025
wedges;online;no;female;yes;yes;red;105,3
wedges;online;yes;female;yes;yes;blue;43,2
wedges;online;no;female;yes;yes;blue;51,3
sneakers;online;yes;male;yes;yes;black;118,4625
sneakers;online;yes;female;yes;yes;black;162
sneakers;online;no;male;yes;yes;black;338,175
sneakers;online;no;female;yes;yes;black;172,125
sneakers;online;yes;male;yes;yes;brown;100,2375
sneakers;online;no;male;yes;yes;brown;174,15
sneakers;online;yes;male;yes;yes;gray;103,275
sneakers;online;yes;female;yes;yes;gray;72,9
sneakers;online;no;male;yes;yes;gray;85,05
sneakers;online;no;female;yes;yes;gray;200,475
sneakers;online;yes;male;yes;yes;white;89,3025
sneakers;online;yes;female;yes;yes;white;43,5375
sneakers;online;no;male;yes;yes;white;346,275
sneakers;online;no;female;yes;yes;white;188,325
sneakers;online;yes;male;yes;yes;red;113,4
sneakers;online;yes;female;yes;yes;red;192,78
sneakers;online;no;male;yes;yes;red;99,225
sneakers;online;no;female;yes;yes;red;226,8
sneakers;online;yes;male;yes;yes;blue;116,4375
sneakers;online;yes;female;yes;yes;blue;103,275
sneakers;online;no;male;yes;yes;blue;212,625
sneakers;online;no;female;yes;yes;blue;170,1
heals;online;yes;female;yes;yes;black;269,01
heals;online;no;female;yes;yes;black;236,25
heals;online;yes;female;yes;yes;brown;167,58
heals;online;no;female;yes;yes;brown;384,3
heals;online;yes;female;yes;yes;gray;237,825
heals;online;no;female;yes;yes;gray;277,2
heals;online;yes;female;yes;yes;white;133,875
heals;online;no;female;yes;yes;white;352,8
heals;online;yes;female;yes;yes;red;207,9
heals;online;no;female;yes;yes;red;406,35
heals;online;yes;female;yes;yes;blue;238,14
heals;online;no;female;yes;yes;blue;255,15
sandals;online;yes;male;yes;yes;black;40,1625
sandals;online;yes;female;yes;yes;black;46,305
sandals;online;no;male;yes;yes;black;95,175
sandals;online;no;female;yes;yes;black;39,15
sandals;online;yes;male;yes;yes;brown;35,1
sandals;online;yes;female;yes;yes;brown;46,9125
sandals;online;no;male;yes;yes;brown;57,375
sandals;online;no;female;yes;yes;brown;54,675
sandals;online;yes;male;yes;yes;gray;34,02
sandals;online;yes;female;yes;yes;gray;31,05
sandals;online;no;male;yes;yes;gray;63,45
sandals;online;no;female;yes;yes;gray;70,2
sandals;online;yes;male;yes;yes;white;24,6375
sandals;online;yes;female;yes;yes;white;34,425
sandals;online;no;male;yes;yes;white;55,35
sandals;online;no;female;yes;yes;white;60,075
sandals;online;yes;male;yes;yes;red;25,3125
sandals;online;yes;female;yes;yes;red;31,05
sandals;online;no;male;yes;yes;red;139,725
sandals;online;no;female;yes;yes;red;136,35
sandals;online;yes;male;yes;yes;blue;45,225
sandals;online;yes;female;yes;yes;blue;58,59
sandals;online;no;male;yes;yes;blue;41,85
sandals;online;no;female;yes;yes;blue;55,35
boots;online;yes;male;yes;yes;black;255,15
boots;online;yes;female;yes;yes;black;261
boots;online;no;male;yes;yes;black;513
boots;online;no;female;yes;yes;black;463,5
boots;online;yes;male;yes;yes;brown;202,5
boots;online;yes;female;yes;yes;brown;162
boots;online;no;male;yes;yes;brown;450
boots;online;no;female;yes;yes;brown;403
boots;online;yes;male;yes;yes;gray;254,25
boots;online;yes;female;yes;yes;gray;236,25
boots;online;no;male;yes;yes;gray;540
boots;online;no;female;yes;yes;gray;531
boots;online;yes;male;yes;yes;white;117
boots;online;yes;female;yes;yes;white;227,25
boots;online;no;male;yes;yes;white;391,5
boots;online;no;female;yes;yes;white;175,5
boots;online;yes;female;yes;yes;red;189
boots;online;no;female;yes;yes;red;405
boots;online;yes;male;yes;yes;blue;281,25
boots;online;yes;female;yes;yes;blue;209,25
boots;online;no;male;yes;yes;blue;486
boots;online;no;female;yes;yes;blue;328,5
wedges;online;yes;female;yes;no;black;15,75
wedges;online;no;female;yes;no;black;92,7
wedges;online;yes;female;yes;no;brown;31,95
wedges;online;no;female;yes;no;brown;121,5
wedges;online;yes;female;yes;no;gray;68,4
wedges;online;no;female;yes;no;gray;80,1
wedges;online;yes;female;yes;no;white;85,68
wedges;online;no;female;yes;no;white;116,1
wedges;online;yes;female;yes;no;red;36,54
wedges;online;no;female;yes;no;red;89,1
wedges;online;yes;female;yes;no;blue;48,6
wedges;online;no;female;yes;no;blue;104,4
sneakers;online;yes;male;yes;no;black;113,4
sneakers;online;yes;female;yes;no;black;113,4
sneakers;online;no;male;yes;no;black;162
sneakers;online;no;female;yes;no;black;122,85
sneakers;online;yes;male;yes;no;brown;104,895
sneakers;online;no;male;yes;no;brown;43,2
sneakers;online;yes;male;yes;no;gray;43,875
sneakers;online;yes;female;yes;no;gray;91,8
sneakers;online;no;male;yes;no;gray;108
sneakers;online;no;female;yes;no;gray;148,5
sneakers;online;yes;male;yes;no;white;97,875
sneakers;online;yes;female;yes;no;white;49,275
sneakers;online;no;male;yes;no;white;95,85
sneakers;online;no;female;yes;no;white;114,75
sneakers;online;yes;male;yes;no;red;106,785
sneakers;online;yes;female;yes;no;red;63,45
sneakers;online;no;male;yes;no;red;95,85
sneakers;online;no;female;yes;no;red;71,55
sneakers;online;yes;male;yes;no;blue;84,105
sneakers;online;yes;female;yes;no;blue;62,775
sneakers;online;no;male;yes;no;blue;113,4
sneakers;online;no;female;yes;no;blue;124,2
heals;online;yes;female;yes;no;black;70,35
heals;online;no;female;yes;no;black;243,6
heals;online;yes;female;yes;no;brown;36,75
heals;online;no;female;yes;no;brown;218,4
heals;online;yes;female;yes;no;gray;126
heals;online;no;female;yes;no;gray;157,5
heals;online;yes;female;yes;no;white;102,9
heals;online;no;female;yes;no;white;228,9
heals;online;yes;female;yes;no;red;120,54
heals;online;no;female;yes;no;red;210
heals;online;yes;female;yes;no;blue;117,6
heals;online;no;female;yes;no;blue;151,2
sandals;online;yes;male;yes;no;black;39,375
sandals;online;yes;female;yes;no;black;29,925
sandals;online;no;male;yes;no;black;49,5
sandals;online;no;female;yes;no;black;45
sandals;online;yes;male;yes;no;brown;20,475
sandals;online;yes;female;yes;no;brown;25,875
sandals;online;no;male;yes;no;brown;28,8
sandals;online;no;female;yes;no;brown;66,6
sandals;online;yes;male;yes;no;gray;26,1
sandals;online;yes;female;yes;no;gray;34,02
sandals;online;no;male;yes;no;gray;39,6
sandals;online;no;female;yes;no;gray;15,75
sandals;online;yes;male;yes;no;white;14,4
sandals;online;yes;female;yes;no;white;34,965
sandals;online;no;male;yes;no;white;77,4
sandals;online;no;female;yes;no;white;54,9
sandals;online;yes;male;yes;no;red;24,525
sandals;online;yes;female;yes;no;red;18,9
sandals;online;no;male;yes;no;red;46,8
sandals;online;no;female;yes;no;red;58,05
sandals;online;yes;male;yes;no;blue;20,7
sandals;online;yes;female;yes;no;blue;35,325
sandals;online;no;male;yes;no;blue;28,35
sandals;online;no;female;yes;no;blue;40,05
boots;online;yes;male;yes;no;black;214,2
boots;online;yes;female;yes;no;black;86,1
boots;online;no;male;yes;no;black;351
boots;online;no;female;yes;no;black;306
boots;online;yes;male;yes;no;brown;153
boots;online;yes;female;yes;no;brown;260,4
boots;online;no;male;yes;no;brown;393
boots;online;no;female;yes;no;brown;372
boots;online;yes;male;yes;no;gray;129
boots;online;yes;female;yes;no;gray;148,5
boots;online;no;male;yes;no;gray;333
boots;online;no;female;yes;no;gray;186
boots;online;yes;male;yes;no;white;144,9
boots;online;yes;female;yes;no;white;130,5
boots;online;no;male;yes;no;white;306
boots;online;no;female;yes;no;white;462
boots;online;yes;female;yes;no;red;186
boots;online;no;female;yes;no;red;261
boots;online;yes;male;yes;no;blue;121,5
boots;online;yes;female;yes;no;blue;306,6
boots;online;no;male;yes;no;blue;546
boots;online;no;female;yes;no;blue;315
wedges;online;yes;female;no;yes;black;38,7
wedges;online;no;female;no;yes;black;52,2
wedges;online;yes;female;no;yes;brown;81,27
wedges;online;no;female;no;yes;brown;98,1
wedges;online;yes;female;no;yes;gray;60,75
wedges;online;no;female;no;yes;gray;65,7
wedges;online;yes;female;no;yes;white;48,15
wedges;online;no;female;no;yes;white;72
wedges;online;yes;female;no;yes;red;86,94
wedges;online;no;female;no;yes;red;74,7
wedges;online;yes;female;no;yes;blue;61,11
wedges;online;no;female;no;yes;blue;81
sneakers;online;yes;male;no;yes;black;87,75
sneakers;online;yes;female;no;yes;black;106,785
sneakers;online;no;male;no;yes;black;94,5
sneakers;online;no;female;no;yes;black;109,35
sneakers;online;yes;male;no;yes;brown;46,575
sneakers;online;no;male;no;yes;brown;155,25
sneakers;online;yes;male;no;yes;gray;74,25
sneakers;online;yes;female;no;yes;gray;34,425
sneakers;online;no;male;no;yes;gray;58,05
sneakers;online;no;female;no;yes;gray;133,65
sneakers;online;yes;male;no;yes;white;114,345
sneakers;online;yes;female;no;yes;white;70,875
sneakers;online;no;male;no;yes;white;72,9
sneakers;online;no;female;no;yes;white;71,55
sneakers;online;yes;male;no;yes;red;85,05
sneakers;online;yes;female;no;yes;red;64,8
sneakers;online;no;male;no;yes;red;118,8
sneakers;online;no;female;no;yes;red;187,65
sneakers;online;yes;male;no;yes;blue;51,3
sneakers;online;yes;female;no;yes;blue;70,2
sneakers;online;no;male;no;yes;blue;152,55
sneakers;online;no;female;no;yes;blue;168,75
heals;online;yes;female;no;yes;black;77,7
heals;online;no;female;no;yes;black;233,1
heals;online;yes;female;no;yes;brown;191,1
heals;online;no;female;no;yes;brown;115,5
heals;online;yes;female;no;yes;gray;166,11
heals;online;no;female;no;yes;gray;195,3
heals;online;yes;female;no;yes;white;110,25
heals;online;no;female;no;yes;white;157,5
heals;online;yes;female;no;yes;red;120,75
heals;online;no;female;no;yes;red;354,9
heals;online;yes;female;no;yes;blue;79,8
heals;online;no;female;no;yes;blue;243,6
sandals;online;yes;male;no;yes;black;18,675
sandals;online;yes;female;no;yes;black;50,085
sandals;online;no;male;no;yes;black;52,2
sandals;online;no;female;no;yes;black;43,2
sandals;online;yes;male;no;yes;brown;26,775
sandals;online;yes;female;no;yes;brown;31,5
sandals;online;no;male;no;yes;brown;59,85
sandals;online;no;female;no;yes;brown;42,3
sandals;online;yes;male;no;yes;gray;20,79
sandals;online;yes;female;no;yes;gray;24,075
sandals;online;no;male;no;yes;gray;66,15
sandals;online;no;female;no;yes;gray;28,8
sandals;online;yes;male;no;yes;white;29,295
sandals;online;yes;female;no;yes;white;40,95
sandals;online;no;male;no;yes;white;18,9
sandals;online;no;female;no;yes;white;53,55
sandals;online;yes;male;no;yes;red;38,745
sandals;online;yes;female;no;yes;red;33,39
sandals;online;no;male;no;yes;red;34,65
sandals;online;no;female;no;yes;red;45
sandals;online;yes;male;no;yes;blue;23,175
sandals;online;yes;female;no;yes;blue;28,8
sandals;online;no;male;no;yes;blue;54
sandals;online;no;female;no;yes;blue;40,05
boots;online;yes;male;no;yes;black;223,5
boots;online;yes;female;no;yes;black;147
boots;online;no;male;no;yes;black;228
boots;online;no;female;no;yes;black;261
boots;online;yes;male;no;yes;brown;189
boots;online;yes;female;no;yes;brown;159
boots;online;no;male;no;yes;brown;381
boots;online;no;female;no;yes;brown;306
boots;online;yes;male;no;yes;gray;262,5
boots;online;yes;female;no;yes;gray;75
boots;online;no;male;no;yes;gray;264
boots;online;no;female;no;yes;gray;291
boots;online;yes;male;no;yes;white;154,5
boots;online;yes;female;no;yes;white;216
boots;online;no;male;no;yes;white;321
boots;online;no;female;no;yes;white;291
boots;online;yes;female;no;yes;red;153
boots;online;no;female;no;yes;red;369
boots;online;yes;male;no;yes;blue;165,9
boots;online;yes;female;no;yes;blue;239,4
boots;online;no;male;no;yes;blue;159
boots;online;no;female;no;yes;blue;294
wedges;online;yes;female;no;no;black;21,6
wedges;online;no;female;no;no;black;48
wedges;online;yes;female;no;no;brown;32,4
wedges;online;no;female;no;no;brown;39,6
wedges;online;yes;female;no;no;gray;29,4
wedges;online;no;female;no;no;gray;33
wedges;online;yes;female;no;no;white;13,86
wedges;online;no;female;no;no;white;57
wedges;online;yes;female;no;no;red;56,7
wedges;online;no;female;no;no;red;57
wedges;online;yes;female;no;no;blue;27,9
wedges;online;no;female;no;no;blue;41,4
sneakers;online;yes;male;no;no;black;66,15
sneakers;online;yes;female;no;no;black;41,85
sneakers;online;no;male;no;no;black;125,1
sneakers;online;no;female;no;no;black;99,9
sneakers;online;yes;male;no;no;brown;41,4
sneakers;online;no;male;no;no;brown;118,8
sneakers;online;yes;male;no;no;gray;58,05
sneakers;online;yes;female;no;no;gray;43,65
sneakers;online;no;male;no;no;gray;125,1
sneakers;online;no;female;no;no;gray;137,7
sneakers;online;yes;male;no;no;white;44,1
sneakers;online;yes;female;no;no;white;41,4
sneakers;online;no;male;no;no;white;100,8
sneakers;online;no;female;no;no;white;99,9
sneakers;online;yes;male;no;no;red;55,8
sneakers;online;yes;female;no;no;red;41,4
sneakers;online;no;male;no;no;red;108,9
sneakers;online;no;female;no;no;red;117,9
sneakers;online;yes;male;no;no;blue;47,25
sneakers;online;yes;female;no;no;blue;66,15
sneakers;online;no;male;no;no;blue;55,8
sneakers;online;no;female;no;no;blue;58,5
heals;online;yes;female;no;no;black;39,2
heals;online;no;female;no;no;black;88,2
heals;online;yes;female;no;no;brown;93,1
heals;online;no;female;no;no;brown;72,8
heals;online;yes;female;no;no;gray;163,66
heals;online;no;female;no;no;gray;170,8
heals;online;yes;female;no;no;white;37,24
heals;online;no;female;no;no;white;91
heals;online;yes;female;no;no;red;67,9
heals;online;no;female;no;no;red;68,6
heals;online;yes;female;no;no;blue;60,2
heals;online;no;female;no;no;blue;186,2
sandals;online;yes;male;no;no;black;19,95
sandals;online;yes;female;no;no;black;14,7
sandals;online;no;male;no;no;black;21
sandals;online;no;female;no;no;black;24,9
sandals;online;yes;male;no;no;brown;12,39
sandals;online;yes;female;no;no;brown;16,65
sandals;online;no;male;no;no;brown;25,8
sandals;online;no;female;no;no;brown;37,2
sandals;online;yes;male;no;no;gray;28,77
sandals;online;yes;female;no;no;gray;27,72
sandals;online;no;male;no;no;gray;29,7
sandals;online;no;female;no;no;gray;25,5
sandals;online;yes;male;no;no;white;9,45
sandals;online;yes;female;no;no;white;15,6
sandals;online;no;male;no;no;white;38,7
sandals;online;no;female;no;no;white;27
sandals;online;yes;male;no;no;red;14,25
sandals;online;yes;female;no;no;red;17,7
sandals;online;no;male;no;no;red;37,8
sandals;online;no;female;no;no;red;17,1
sandals;online;yes;male;no;no;blue;15,9
sandals;online;yes;female;no;no;blue;15,9
sandals;online;no;male;no;no;blue;28,5
sandals;online;no;female;no;no;blue;38,1
boots;online;yes;male;no;no;black;89
boots;online;yes;female;no;no;black;75
boots;online;no;male;no;no;black;216
boots;online;no;female;no;no;black;228
boots;online;yes;male;no;no;brown;130,2
boots;online;yes;female;no;no;brown;173,6
boots;online;no;male;no;no;brown;108
boots;online;no;female;no;no;brown;136
boots;online;yes;male;no;no;gray;8
boots;online;yes;female;no;no;gray;116
boots;online;no;male;no;no;gray;140
boots;online;no;female;no;no;gray;184
boots;online;yes;male;no;no;white;130
boots;online;yes;female;no;no;white;102
boots;online;no;male;no;no;white;174
boots;online;no;female;no;no;white;150
boots;online;yes;female;no;no;red;130,2
boots;online;no;female;no;no;red;236
boots;online;yes;male;no;no;blue;55
boots;online;yes;female;no;no;blue;137,2
boots;online;no;male;no;no;blue;246
boots;online;no;female;no;no;blue;114
wedges;online;yes;female;no;yes;black;54
wedges;online;no;female;no;yes;black;108
wedges;online;yes;female;no;yes;brown;33,3
wedges;online;no;female;no;yes;brown;49,5
wedges;online;yes;female;no;yes;gray;71,19
wedges;online;no;female;no;yes;gray;111,6
wedges;online;yes;female;no;yes;white;52,65
wedges;online;no;female;no;yes;white;110,7
wedges;online;yes;female;no;yes;red;29,25
wedges;online;no;female;no;yes;red;106,2
wedges;online;yes;female;no;yes;blue;37,35
wedges;online;no;female;no;yes;blue;74,7
sneakers;online;yes;male;no;yes;black;50,085
sneakers;online;yes;female;no;yes;black;125,685
sneakers;online;no;male;no;yes;black;141,75
sneakers;online;no;female;no;yes;black;175,5
sneakers;online;yes;male;no;yes;brown;97,875
sneakers;online;no;male;no;yes;brown;89,1
sneakers;online;yes;male;no;yes;gray;80,325
sneakers;online;yes;female;no;yes;gray;67,5
sneakers;online;no;male;no;yes;gray;171,45
sneakers;online;no;female;no;yes;gray;179,55
sneakers;online;yes;male;no;yes;white;84,375
sneakers;online;yes;female;no;yes;white;70,875
sneakers;online;no;male;no;yes;white;129,6
sneakers;online;no;female;no;yes;white;145,8
sneakers;online;yes;male;no;yes;red;184,275
sneakers;online;yes;female;no;yes;red;129,465
sneakers;online;no;male;no;yes;red;229,5
sneakers;online;no;female;no;yes;red;151,2
sneakers;online;yes;male;no;yes;blue;71,55
sneakers;online;yes;female;no;yes;blue;79,65
sneakers;online;no;male;no;yes;blue;113,4
sneakers;online;no;female;no;yes;blue;184,95
heals;online;yes;female;no;yes;black;99,75
heals;online;no;female;no;yes;black;123,9
heals;online;yes;female;no;yes;brown;132,3
heals;online;no;female;no;yes;brown;111,3
heals;online;yes;female;no;yes;gray;47,25
heals;online;no;female;no;yes;gray;228,9
heals;online;yes;female;no;yes;white;74,55
heals;online;no;female;no;yes;white;153,3
heals;online;yes;female;no;yes;red;99,75
heals;online;no;female;no;yes;red;178,5
heals;online;yes;female;no;yes;blue;97,65
heals;online;no;female;no;yes;blue;226,8
sandals;online;yes;male;no;yes;black;14,625
sandals;online;yes;female;no;yes;black;14,175
sandals;online;no;male;no;yes;black;16,65
sandals;online;no;female;no;yes;black;39,6
sandals;online;yes;male;no;yes;brown;37,8
sandals;online;yes;female;no;yes;brown;17,775
sandals;online;no;male;no;yes;brown;51,75
sandals;online;no;female;no;yes;brown;52,2
sandals;online;yes;male;no;yes;gray;29,25
sandals;online;yes;female;no;yes;gray;40,95
sandals;online;no;male;no;yes;gray;35,55
sandals;online;no;female;no;yes;gray;33,3
sandals;online;yes;male;no;yes;white;22,725
sandals;online;yes;female;no;yes;white;18
sandals;online;no;male;no;yes;white;64,8
sandals;online;no;female;no;yes;white;63,45
sandals;online;yes;male;no;yes;red;23,175
sandals;online;yes;female;no;yes;red;27,405
sandals;online;no;male;no;yes;red;51,75
sandals;online;no;female;no;yes;red;36
sandals;online;yes;male;no;yes;blue;21,6
sandals;online;yes;female;no;yes;blue;18,9
sandals;online;no;male;no;yes;blue;46,35
sandals;online;no;female;no;yes;blue;60,3
boots;online;yes;male;no;yes;black;183
boots;online;yes;female;no;yes;black;281,4
boots;online;no;male;no;yes;black;219
boots;online;no;female;no;yes;black;315
boots;online;yes;male;no;yes;brown;105
boots;online;yes;female;no;yes;brown;168
